test,enroll,score,lang,up_votes,down_votes,speaker_id,validation,score_bin
common_voice_ba_26512957.mp3,common_voice_ba_26516562.mp3,0.1423,ba,2,0,780,Different Speaker,< 0.2
common_voice_ba_26203540.mp3,common_voice_ba_26378485.mp3,0.0831,ba,2,0,852,Different Speaker,< 0.1
common_voice_ba_26204271.mp3,common_voice_ba_26204651.mp3,0.5922,ba,2,0,633,Same Speaker,< 1.0
common_voice_ba_25757358.mp3,common_voice_ba_25757610.mp3,0.4239,ba,2,0,672,Same Speaker,< 0.5
common_voice_ba_26050283.mp3,common_voice_ba_26132751.mp3,0.0703,ba,2,0,871,Different Speaker,< 0.1
common_voice_ba_26069591.mp3,common_voice_ba_26069946.mp3,0.5945,ba,2,0,762,Same Speaker,< 1.0
common_voice_ba_26556187.mp3,common_voice_ba_26617678.mp3,0.3462,ba,2,1,883,Different Speaker,< 0.4
common_voice_ba_26178933.mp3,common_voice_ba_26512632.mp3,0.4915,ba,2,0,851,Different Speaker,< 0.5
common_voice_ba_26446657.mp3,common_voice_ba_26617678.mp3,0.3338,ba,3,0,883,Same Speaker,< 0.4
common_voice_ba_25420213.mp3,common_voice_ba_26146167.mp3,0.2927,ba,2,0,878,Different Speaker,< 0.3
common_voice_ba_26611371.mp3,common_voice_ba_26611385.mp3,0.1551,ba,2,1,516,Audio Quality Issue,< 0.2
common_voice_ba_26061259.mp3,common_voice_ba_26613247.mp3,0.6174,ba,3,0,874,Different Speaker,< 1.0
common_voice_ba_26515355.mp3,common_voice_ba_26516562.mp3,0.1467,ba,2,0,780,Different Speaker,< 0.2
common_voice_ba_25561173.mp3,common_voice_ba_28085893.mp3,0.2989,ba,3,0,889,Same Speaker,< 0.3
common_voice_ba_26497180.mp3,common_voice_ba_26498099.mp3,0.201,ba,2,0,784,Different Speaker,< 0.3
common_voice_ba_26578306.mp3,common_voice_ba_26578411.mp3,0.4308,ba,2,0,884,Same Speaker,< 0.5
common_voice_ba_25927746.mp3,common_voice_ba_27367031.mp3,0.3833,ba,2,0,870,Different Speaker,< 0.4
common_voice_ba_26300253.mp3,common_voice_ba_26378485.mp3,0.1941,ba,2,0,852,Different Speaker,< 0.2
common_voice_ba_26353288.mp3,common_voice_ba_26488948.mp3,0.1852,ba,2,0,791,Different Speaker,< 0.2
common_voice_ba_26161946.mp3,common_voice_ba_26536414.mp3,0.4205,ba,3,0,855,Different Speaker,< 0.5
common_voice_ba_25388574.mp3,common_voice_ba_25388613.mp3,-0.0669,ba,2,0,498,Different Speaker,< 0.1
common_voice_ba_26429238.mp3,common_voice_ba_26617678.mp3,0.3089,ba,2,0,883,Same Speaker,< 0.4
common_voice_ba_26353273.mp3,common_voice_ba_26488948.mp3,0.0867,ba,2,0,791,Different Speaker,< 0.1
common_voice_ba_26008055.mp3,common_voice_ba_26132751.mp3,0.3102,ba,3,0,871,Audio Quality Issue,< 0.4
common_voice_ba_26047397.mp3,common_voice_ba_26200596.mp3,0.709,ba,2,0,814,Different Speaker,< 1.0
common_voice_ba_26299969.mp3,common_voice_ba_26378485.mp3,0.2236,ba,2,0,852,Same Speaker,< 0.3
common_voice_ba_26488009.mp3,common_voice_ba_26488781.mp3,0.233,ba,2,0,807,Same Speaker,< 0.3
common_voice_ba_25454036.mp3,common_voice_ba_25457709.mp3,-0.0013,ba,2,0,671,Different Speaker,< 0.1
common_voice_ba_26448992.mp3,common_voice_ba_26496159.mp3,0.4667,ba,3,0,752,Different Speaker,< 0.5
common_voice_bas_41396257.mp3,common_voice_bas_41646609.mp3,0.1913,bas,2,0,47,Audio Quality Issue,< 0.2
common_voice_bas_24621728.mp3,common_voice_bas_24628316.mp3,0.1366,bas,2,0,18,Audio Quality Issue,< 0.2
common_voice_bas_26567694.mp3,common_voice_bas_26632998.mp3,0.2509,bas,2,1,42,Audio Quality Issue,< 0.3
common_voice_bas_41507003.mp3,common_voice_bas_41688163.mp3,0.4617,bas,2,0,48,Different Speaker,< 0.5
common_voice_bas_38564866.mp3,common_voice_bas_38564871.mp3,0.3582,bas,2,0,12,Same Speaker,< 0.4
common_voice_bas_41598320.mp3,common_voice_bas_41688163.mp3,0.4763,bas,2,0,48,Different Speaker,< 0.5
common_voice_bas_41575208.mp3,common_voice_bas_41688163.mp3,0.2515,bas,2,0,48,Different Speaker,< 0.3
common_voice_bas_26567672.mp3,common_voice_bas_26632998.mp3,0.3444,bas,2,0,42,Audio Quality Issue,< 0.4
common_voice_bas_41645456.mp3,common_voice_bas_41688163.mp3,0.5033,bas,2,0,48,Different Speaker,< 1.0
common_voice_bas_41648663.mp3,common_voice_bas_41688163.mp3,0.7659,bas,2,0,48,Different Speaker,< 1.0
common_voice_bas_26184910.mp3,common_voice_bas_26184985.mp3,0.3886,bas,2,0,28,Audio Quality Issue,< 0.4
common_voice_bas_41516211.mp3,common_voice_bas_41688163.mp3,0.3558,bas,2,0,48,Different Speaker,< 0.4
common_voice_bas_26567635.mp3,common_voice_bas_26632998.mp3,0.2016,bas,2,0,42,Audio Quality Issue,< 0.3
common_voice_bas_41589479.mp3,common_voice_bas_41688163.mp3,0.2956,bas,2,0,48,Same Speaker,< 0.3
common_voice_bas_41464138.mp3,common_voice_bas_41646609.mp3,0.7154,bas,2,0,47,Different Speaker,< 1.0
common_voice_bas_41203803.mp3,common_voice_bas_41646609.mp3,0.0876,bas,2,1,47,Audio Quality Issue,< 0.1
common_voice_bas_38564869.mp3,common_voice_bas_38564871.mp3,0.2902,bas,2,1,12,Audio Quality Issue,< 0.3
common_voice_bas_26252571.mp3,common_voice_bas_26252791.mp3,0.362,bas,2,0,40,Audio Quality Issue,< 0.4
common_voice_bas_41415879.mp3,common_voice_bas_41646609.mp3,0.7366,bas,2,0,47,Audio Quality Issue,< 1.0
common_voice_bas_41473963.mp3,common_voice_bas_41688163.mp3,0.4854,bas,2,0,48,Different Speaker,< 0.5
common_voice_bas_41665783.mp3,common_voice_bas_41688163.mp3,0.4984,bas,2,0,48,Same Speaker,< 0.5
common_voice_bas_41203804.mp3,common_voice_bas_41646609.mp3,0.1407,bas,2,0,47,Audio Quality Issue,< 0.2
common_voice_bas_41329396.mp3,common_voice_bas_41646609.mp3,0.612,bas,2,0,47,Audio Quality Issue,< 1.0
common_voice_bas_41516065.mp3,common_voice_bas_41688163.mp3,0.1901,bas,2,0,48,Different Speaker,< 0.2
common_voice_bas_41203805.mp3,common_voice_bas_41646609.mp3,0.145,bas,2,0,47,Audio Quality Issue,< 0.2
common_voice_bas_41506981.mp3,common_voice_bas_41688163.mp3,0.4646,bas,2,0,48,Different Speaker,< 0.5
common_voice_be_35335648.mp3,common_voice_be_38307131.mp3,0.241,be,2,1,8085,Same Speaker,< 0.3
common_voice_be_29009774.mp3,common_voice_be_29010645.mp3,0.2421,be,2,0,6311,Same Speaker,< 0.3
common_voice_be_29127209.mp3,common_voice_be_30094718.mp3,0.4031,be,2,0,8032,Same Speaker,< 0.5
common_voice_be_29427567.mp3,common_voice_be_29600203.mp3,0.1639,be,2,0,8142,Same Speaker,< 0.2
common_voice_be_26887621.mp3,common_voice_be_27495889.mp3,0.316,be,2,0,7931,Same Speaker,< 0.4
common_voice_be_26889856.mp3,common_voice_be_26909826.mp3,0.5219,be,2,0,7558,Same Speaker,< 1.0
common_voice_be_35008141.mp3,common_voice_be_39629997.mp3,0.4985,be,2,0,8212,Same Speaker,< 0.5
common_voice_be_34671663.mp3,common_voice_be_35316579.mp3,-0.0817,be,2,0,8104,Same Speaker,< 0.1
common_voice_be_29945902.mp3,common_voice_be_35172822.mp3,0.4793,be,3,0,8136,Different Speaker,< 0.5
common_voice_be_27322717.mp3,common_voice_be_33131923.mp3,0.0311,be,2,0,8198,Same Speaker,< 0.1
common_voice_be_40173711.mp3,common_voice_be_40173755.mp3,0.0392,be,3,0,6751,Same Speaker,< 0.1
common_voice_be_39738311.mp3,common_voice_be_40182140.mp3,0.3127,be,2,0,8199,Same Speaker,< 0.4
common_voice_be_30376725.mp3,common_voice_be_40184780.mp3,0.4177,be,2,0,8223,Same Speaker,< 0.5
common_voice_be_29276630.mp3,common_voice_be_39323281.mp3,0.5029,be,2,0,8221,Same Speaker,< 1.0
common_voice_be_29599509.mp3,common_voice_be_30115182.mp3,0.3672,be,2,0,8090,Same Speaker,< 0.4
common_voice_be_30335330.mp3,common_voice_be_30424856.mp3,0.0717,be,2,0,7372,Same Speaker,< 0.1
common_voice_be_29264771.mp3,common_voice_be_30114249.mp3,0.3486,be,2,0,8177,Same Speaker,< 0.4
common_voice_be_29199655.mp3,common_voice_be_29912404.mp3,0.4094,be,3,0,7888,Audio Quality Issue,< 0.5
common_voice_be_36377360.mp3,common_voice_be_40184780.mp3,0.8223,be,2,0,8223,Same Speaker,< 1.0
common_voice_be_30060909.mp3,common_voice_be_40144901.mp3,-0.0178,be,2,0,8173,Different Speaker,< 0.1
common_voice_be_27178860.mp3,common_voice_be_27191660.mp3,0.1158,be,2,0,7383,Same Speaker,< 0.2
common_voice_be_32184528.mp3,common_voice_be_40184780.mp3,0.9014,be,2,0,8223,Same Speaker,< 1.0
common_voice_be_30400926.mp3,common_voice_be_33988172.mp3,0.3464,be,2,0,7916,Same Speaker,< 0.4
common_voice_be_37611071.mp3,common_voice_be_40184780.mp3,0.7946,be,2,0,8223,Same Speaker,< 1.0
common_voice_be_26869864.mp3,common_voice_be_27091609.mp3,0.1785,be,2,0,7892,Same Speaker,< 0.2
common_voice_be_29110388.mp3,common_voice_be_30107131.mp3,0.2162,be,2,0,8058,Different Speaker,< 0.3
common_voice_be_29753341.mp3,common_voice_be_30333309.mp3,0.2693,be,2,0,8052,Same Speaker,< 0.3
common_voice_be_35196742.mp3,common_voice_be_37403955.mp3,0.209,be,3,0,8210,Same Speaker,< 0.3
common_voice_be_27112223.mp3,common_voice_be_29041672.mp3,0.1236,be,2,0,8140,Same Speaker,< 0.2
common_voice_be_35222800.mp3,common_voice_be_35222908.mp3,0.1367,be,2,0,6455,Same Speaker,< 0.2
common_voice_bg_29001089.mp3,common_voice_bg_36108994.mp3,0.6102,bg,2,1,90,Audio Quality Issue,< 1.0
common_voice_bg_25033824.mp3,common_voice_bg_27479364.mp3,0.1589,bg,2,0,94,Different Speaker,< 0.2
common_voice_bg_30384558.mp3,common_voice_bg_30460632.mp3,0.3792,bg,2,0,92,Same Speaker,< 0.4
common_voice_bg_25105436.mp3,common_voice_bg_27479364.mp3,0.207,bg,2,0,94,Different Speaker,< 0.3
common_voice_bg_27980720.mp3,common_voice_bg_30143584.mp3,0.788,bg,2,0,91,Different Speaker,< 1.0
common_voice_bg_25059676.mp3,common_voice_bg_27479364.mp3,0.7068,bg,2,0,94,Same Speaker,< 1.0
common_voice_bg_26488967.mp3,common_voice_bg_36509241.mp3,0.2627,bg,2,0,95,Different Speaker,< 0.3
common_voice_bg_29503879.mp3,common_voice_bg_36509241.mp3,0.4995,bg,2,0,95,Same Speaker,< 0.5
common_voice_bg_25876647.mp3,common_voice_bg_36509241.mp3,0.064,bg,2,0,95,Different Speaker,< 0.1
common_voice_bg_28864008.mp3,common_voice_bg_32662608.mp3,0.7793,bg,2,0,80,Same Speaker,< 1.0
common_voice_bg_28277665.mp3,common_voice_bg_36509241.mp3,0.4768,bg,2,0,95,Different Speaker,< 0.5
common_voice_bg_25910975.mp3,common_voice_bg_26738404.mp3,0.2864,bg,2,0,83,Different Speaker,< 0.3
common_voice_bg_25569032.mp3,common_voice_bg_25575670.mp3,-0.0619,bg,2,0,59,Different Speaker,< 0.1
common_voice_bg_25569020.mp3,common_voice_bg_25575670.mp3,-0.055,bg,2,0,59,Different Speaker,< 0.1
common_voice_bg_27528019.mp3,common_voice_bg_27532609.mp3,0.1366,bg,2,0,55,Different Speaker,< 0.2
common_voice_bg_26164438.mp3,common_voice_bg_36509241.mp3,0.4419,bg,2,0,95,Different Speaker,< 0.5
common_voice_bg_25910971.mp3,common_voice_bg_26738404.mp3,0.2881,bg,2,0,83,Different Speaker,< 0.3
common_voice_bg_25638685.mp3,common_voice_bg_36509241.mp3,0.4709,bg,2,0,95,Different Speaker,< 0.5
common_voice_bg_25078200.mp3,common_voice_bg_26738404.mp3,0.4876,bg,2,1,83,Different Speaker,< 0.5
common_voice_bg_25127223.mp3,common_voice_bg_27479364.mp3,0.7563,bg,2,0,94,Same Speaker,< 1.0
common_voice_bg_30384374.mp3,common_voice_bg_30460632.mp3,0.3921,bg,2,0,92,Different Speaker,< 0.4
common_voice_bg_28542715.mp3,common_voice_bg_36108994.mp3,0.1968,bg,2,0,90,Different Speaker,< 0.2
common_voice_bg_27532356.mp3,common_voice_bg_27532609.mp3,0.1777,bg,2,0,55,Different Speaker,< 0.2
common_voice_bg_25569030.mp3,common_voice_bg_25575670.mp3,-0.0781,bg,2,0,59,Different Speaker,< 0.1
common_voice_bg_25911284.mp3,common_voice_bg_26738404.mp3,0.3612,bg,2,0,83,Different Speaker,< 0.4
common_voice_bg_25569022.mp3,common_voice_bg_25575670.mp3,-0.0841,bg,2,0,59,Different Speaker,< 0.1
common_voice_bg_28542645.mp3,common_voice_bg_36108994.mp3,0.1645,bg,2,0,90,Different Speaker,< 0.2
common_voice_bg_25910765.mp3,common_voice_bg_26738404.mp3,0.3787,bg,2,0,83,Different Speaker,< 0.4
common_voice_bg_25105432.mp3,common_voice_bg_27479364.mp3,0.294,bg,2,0,94,Different Speaker,< 0.3
common_voice_bg_25105460.mp3,common_voice_bg_27479364.mp3,0.3672,bg,2,0,94,Different Speaker,< 0.4
common_voice_bn_31533223.mp3,common_voice_bn_31535081.mp3,0.0796,bn,3,0,9260,Different Speaker,< 0.1
common_voice_bn_31576981.mp3,common_voice_bn_31653201.mp3,0.2447,bn,2,0,11619,Different Speaker,< 0.3
common_voice_bn_31533283.mp3,common_voice_bn_31538723.mp3,0.1397,bn,2,0,11051,Different Speaker,< 0.2
common_voice_bn_31546544.mp3,common_voice_bn_31547704.mp3,0.4772,bn,2,0,11397,Same Speaker,< 0.5
common_voice_bn_35500576.mp3,common_voice_bn_36180835.mp3,0.3964,bn,2,0,11563,Different Speaker,< 0.4
common_voice_bn_35633400.mp3,common_voice_bn_36323954.mp3,0.2755,bn,2,0,7154,Different Speaker,< 0.3
common_voice_bn_31533233.mp3,common_voice_bn_31535081.mp3,0.0826,bn,2,0,9260,Different Speaker,< 0.1
common_voice_bn_31623289.mp3,common_voice_bn_31655363.mp3,0.2831,bn,4,0,10385,Different Speaker,< 0.3
common_voice_bn_31600683.mp3,common_voice_bn_31601403.mp3,0.3569,bn,2,0,9645,Different Speaker,< 0.4
common_voice_bn_31735001.mp3,common_voice_bn_31739108.mp3,0.189,bn,2,0,11776,Different Speaker,< 0.2
common_voice_bn_32113627.mp3,common_voice_bn_36772037.mp3,0.4744,bn,2,0,11798,Same Speaker,< 0.5
common_voice_bn_31610631.mp3,common_voice_bn_31610634.mp3,0.2153,bn,6,1,10560,Different Speaker,< 0.3
common_voice_bn_31823896.mp3,common_voice_bn_36772037.mp3,0.3771,bn,2,0,11798,Different Speaker,< 0.4
common_voice_bn_35736292.mp3,common_voice_bn_36042619.mp3,-0.0251,bn,2,0,11160,Different Speaker,< 0.1
common_voice_bn_31533277.mp3,common_voice_bn_31538723.mp3,0.1943,bn,4,2,11051,Different Speaker,< 0.2
common_voice_bn_35965036.mp3,common_voice_bn_36042619.mp3,-0.0508,bn,2,0,11160,Audio Quality Issue,< 0.1
common_voice_bn_34969192.mp3,common_voice_bn_37302026.mp3,0.496,bn,2,0,11799,Different Speaker,< 0.5
common_voice_bn_31714334.mp3,common_voice_bn_36798542.mp3,0.3357,bn,6,0,11766,Different Speaker,< 0.4
common_voice_bn_31781562.mp3,common_voice_bn_31952954.mp3,0.7618,bn,6,0,11772,Same Speaker,< 1.0
common_voice_bn_31542868.mp3,common_voice_bn_31653201.mp3,0.3639,bn,8,0,11619,Different Speaker,< 0.4
common_voice_bn_31541893.mp3,common_voice_bn_31546238.mp3,0.7345,bn,4,0,11773,Different Speaker,< 1.0
common_voice_bn_31576984.mp3,common_voice_bn_31653201.mp3,0.1132,bn,2,0,11619,Different Speaker,< 0.2
common_voice_bn_31734324.mp3,common_voice_bn_31735805.mp3,0.4296,bn,6,0,10880,Different Speaker,< 0.5
common_voice_bn_31556395.mp3,common_voice_bn_31613151.mp3,0.1491,bn,4,0,9636,Different Speaker,< 0.2
common_voice_bn_31580954.mp3,common_voice_bn_36798542.mp3,0.4325,bn,6,0,11766,Different Speaker,< 0.5
common_voice_bn_31534990.mp3,common_voice_bn_31535010.mp3,0.2216,bn,2,0,5803,Different Speaker,< 0.3
common_voice_bn_31650591.mp3,common_voice_bn_31650593.mp3,0.8588,bn,2,0,6319,Same Speaker,< 1.0
common_voice_bn_31671087.mp3,common_voice_bn_31671733.mp3,-0.0082,bn,2,0,6176,Different Speaker,< 0.1
common_voice_bn_31604222.mp3,common_voice_bn_31604227.mp3,0.6853,bn,7,5,6651,Same Speaker,< 1.0
common_voice_bn_31600784.mp3,common_voice_bn_31674747.mp3,0.7967,bn,3,0,11556,Same Speaker,< 1.0
common_voice_ca_17404901.mp3,common_voice_ca_38926730.mp3,0.4957,ca,3,0,34146,Different Speaker,< 0.5
common_voice_ca_30955769.mp3,common_voice_ca_31226480.mp3,0.2715,ca,6,0,34106,Different Speaker,< 0.3
common_voice_ca_17545864.mp3,common_voice_ca_20508098.mp3,0.2685,ca,3,0,33353,Same Speaker,< 0.3
common_voice_ca_17921356.mp3,common_voice_ca_18255580.mp3,0.4614,ca,2,0,34209,Same Speaker,< 0.5
common_voice_ca_23364607.mp3,common_voice_ca_38415121.mp3,-0.0592,ca,3,0,34445,Different Speaker,< 0.1
common_voice_ca_32412903.mp3,common_voice_ca_32439679.mp3,0.1413,ca,6,0,34208,Same Speaker,< 0.2
common_voice_ca_22488670.mp3,common_voice_ca_38415121.mp3,0.0484,ca,3,0,34445,Different Speaker,< 0.1
common_voice_ca_17924637.mp3,common_voice_ca_18255580.mp3,0.4914,ca,3,0,34209,Same Speaker,< 0.5
common_voice_ca_31118103.mp3,common_voice_ca_31177438.mp3,0.3164,ca,2,0,33925,Same Speaker,< 0.4
common_voice_ca_33113254.mp3,common_voice_ca_40159232.mp3,0.4686,ca,6,0,34434,Different Speaker,< 0.5
common_voice_ca_23887036.mp3,common_voice_ca_38415121.mp3,0.0106,ca,3,0,34445,Different Speaker,< 0.1
common_voice_ca_19893859.mp3,common_voice_ca_19910555.mp3,0.1402,ca,3,1,29486,Different Speaker,< 0.2
common_voice_ca_25079509.mp3,common_voice_ca_40091612.mp3,0.7579,ca,2,0,34446,Same Speaker,< 1.0
common_voice_ca_29386731.mp3,common_voice_ca_38415121.mp3,-0.0267,ca,2,0,34445,Different Speaker,< 0.1
common_voice_ca_23877383.mp3,common_voice_ca_38415121.mp3,0.113,ca,3,0,34445,Different Speaker,< 0.2
common_voice_ca_24012159.mp3,common_voice_ca_37453524.mp3,0.3801,ca,2,0,34435,Same Speaker,< 0.4
common_voice_ca_31213483.mp3,common_voice_ca_31228852.mp3,0.2534,ca,2,0,19211,Different Speaker,< 0.3
common_voice_ca_33330270.mp3,common_voice_ca_33330306.mp3,0.7551,ca,6,0,32098,Same Speaker,< 1.0
common_voice_ca_36556020.mp3,common_voice_ca_36563708.mp3,0.2903,ca,2,0,29613,Different Speaker,< 0.3
common_voice_ca_24940125.mp3,common_voice_ca_38415121.mp3,-0.0083,ca,2,0,34445,Different Speaker,< 0.1
common_voice_ca_35048432.mp3,common_voice_ca_40071737.mp3,0.7255,ca,2,0,34433,Same Speaker,< 1.0
common_voice_ca_30937955.mp3,common_voice_ca_30938244.mp3,0.1231,ca,2,0,24698,Different Speaker,< 0.2
common_voice_ca_19907964.mp3,common_voice_ca_19963815.mp3,0.3472,ca,3,0,32717,Same Speaker,< 0.4
